id,name,category_id,category_name,quantity,unit,unit_cost,supplier,lot,min_stock,deleted_at,purchase_date,stock_movements_sum_qty,created_at,updated_at
cmnjwqicm0037chyd8g9oxzjj,Aromática,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,1000,Costo unitario (hoja): — | Cantidad (hoja): —,seed:receta:jarra-de-aromatica-con-fruta:L0,,2026-04-05T00:56:48.256Z,,0,2026-04-04T05:44:05.734Z,2026-04-05T00:56:48.256Z
cmnjwqicp0038chydisuqtw5f,Fruta,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,3000,Costo unitario (hoja): — | Cantidad (hoja): —,seed:receta:jarra-de-aromatica-con-fruta:L1,,2026-04-05T00:56:48.255Z,,0,2026-04-04T05:44:05.737Z,2026-04-05T00:56:48.255Z
cmnjwqicq0039chydfe9ur2ve,Agua (Indirecto),cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,ml,0.7,Costo unitario (hoja): — | Cantidad (hoja): 1000 ml,seed:receta:jarra-de-aromatica-con-fruta:L2,,2026-04-05T00:56:48.255Z,,0,2026-04-04T05:44:05.738Z,2026-04-05T00:56:48.255Z
cmnjwqicr003achydsw01rw2b,Energía (Indirecto),cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,500,Costo unitario (hoja): — | Cantidad (hoja): —,seed:receta:jarra-de-aromatica-con-fruta:L3,,2026-04-05T00:56:48.254Z,,0,2026-04-04T05:44:05.739Z,2026-04-05T00:56:48.254Z
cmnjwqics003bchydh171ldef,Administración (30%),cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,1560,Costo unitario (hoja): — | Cantidad (hoja): —,seed:receta:jarra-de-aromatica-con-fruta:L4,,2026-04-05T00:48:10.090Z,,0,2026-04-04T05:44:05.740Z,2026-04-05T00:48:10.092Z
cmnkrlq940000gvyd9g3zoaps,Cerveza,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,ml,10.61,Costo unitario (hoja): — | Cantidad (hoja): 330 ml,seed:receta:cerveza-michelada:L0,,2026-04-05T00:56:48.258Z,,0,2026-04-04T20:08:10.792Z,2026-04-05T00:56:48.258Z
cmnkrlq9g0001gvydp7woj1av,Limón,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,ml,13.33,Costo unitario (hoja): — | Cantidad (hoja): 30 ml,seed:receta:cerveza-michelada:L1,,2026-04-05T00:56:48.257Z,,0,2026-04-04T20:08:10.804Z,2026-04-05T00:56:48.257Z
cmnkrlq9j0002gvyd2jaspwe5,Sal / picante,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,100,Costo unitario (hoja): — | Cantidad (hoja): 1 porción,seed:receta:cerveza-michelada:L2,,2026-04-05T00:56:48.256Z,,0,2026-04-04T20:08:10.807Z,2026-04-05T00:56:48.257Z
cmnkrlq9l0003gvydo44utofz,Administración (30%),cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,porción,1200,Costo unitario (hoja): — | Cantidad (hoja): —,seed:receta:cerveza-michelada:L3,,2026-04-05T00:48:10.090Z,,0,2026-04-04T20:08:10.809Z,2026-04-05T00:48:10.092Z
cmnkrlqa80009gvydbgzwndq7,Fruta cítrica,cmnl1lsg60000trjnqa3tu7aa,Recetas (costeo),10000,g,16.67,Costo unitario (hoja): — | Cantidad (hoja): 300 g,seed:receta:jarra-de-hervidos:L0,,2026-04-05T00:56:48.265Z,,0,2026-04-04T20:08:10.832Z,2026-04-05T00:56:48.265Z
